,First_pokemon,Second_pokemon,Winner
40004,310,280,310
40005,298,318,318
40006,507,370,370
40007,240,101,101
40008,178,94,94
40009,295,301,301
40010,31,509,31
40011,557,520,520
40012,488,179,488
40013,719,303,303
40014,248,282,282
40015,348,549,549
40016,512,272,512
40017,384,256,384
40018,290,627,627
40019,30,194,30
40020,665,152,152
40021,706,652,706
40022,605,403,403
40023,144,481,144
40024,710,429,429
40025,314,488,488
40026,304,617,304
40027,475,415,475
40028,571,399,571
40029,337,191,337
40030,305,157,157
40031,559,332,332
40032,342,668,668
40033,584,565,565
40034,609,312,312
40035,684,501,684
40036,653,165,653
40037,202,121,121
40038,688,696,688
40039,606,678,678
40040,646,404,646
40041,232,645,645
40042,34,605,34
40043,643,640,640
40044,622,623,623
40045,577,394,394
40046,201,492,492
40047,690,298,690
40048,590,191,191
40049,518,654,654
40050,504,705,705
40051,648,295,648
40052,539,679,679
40053,21,598,598
40054,341,268,341
40055,380,282,380
40056,287,681,681
40057,16,205,16
40058,436,364,364
40059,62,648,648
40060,307,391,391
40061,281,428,428
40062,376,36,376
40063,577,269,269
40064,679,211,211
40065,208,175,208
40066,700,334,334
40067,428,362,428
40068,706,561,561
40069,669,270,669
40070,293,161,293
40071,680,453,453
40072,645,482,482
40073,325,689,689
40074,269,529,529
40075,85,199,85
40076,95,378,95
40077,381,237,381
40078,90,50,90
40079,612,225,612
40080,609,560,609
40081,608,261,608
40082,258,448,448
40083,624,486,486
40084,100,238,100
40085,170,683,170
40086,61,120,61
40087,623,489,489
40088,295,130,130
40089,257,23,257
40090,526,381,381
40091,487,80,487
40092,421,36,421
40093,263,20,20
40094,53,159,53
40095,80,501,501
40096,233,339,339
40097,580,183,580
40098,94,237,94
40099,408,514,514
40100,29,196,196
40101,616,155,155
40102,223,120,120
40103,122,453,122
40104,341,145,145
40105,675,127,127
40106,214,548,214
40107,642,269,642
40108,567,256,567
40109,236,271,271
40110,306,104,306
40111,123,510,510
40112,405,515,405
40113,257,611,257
40114,616,477,477
40115,261,633,633
40116,150,598,150
40117,308,74,308
40118,186,324,186
40119,681,234,234
40120,711,448,711
40121,5,234,234
40122,709,41,709
40123,565,121,565
40124,521,681,521
40125,165,646,646
40126,585,584,584
40127,172,197,197
40128,352,444,444
40129,657,591,591
40130,118,152,118
40131,186,606,186
40132,321,360,321
40133,200,489,200
40134,621,613,621
40135,137,689,689
40136,589,548,589
40137,619,171,171
40138,511,490,490
40139,617,490,617
40140,245,299,245
40141,672,198,198
40142,319,491,491
40143,422,281,281
40144,213,68,68
40145,433,719,719
40146,176,91,91
40147,89,641,641
40148,364,710,364
40149,164,75,164
40150,565,381,381
40151,136,124,124
40152,305,316,316
40153,259,415,415
40154,632,364,632
40155,546,341,546
40156,378,361,361
40157,78,149,78
40158,428,259,428
40159,260,173,260
40160,648,395,648
40161,65,86,65
40162,173,418,418
40163,97,459,97
40164,355,640,640
40165,660,642,642
40166,463,381,381
40167,150,346,150
40168,109,476,476
40169,434,524,524
40170,372,417,417
40171,711,529,529
40172,413,684,684
40173,15,657,657
40174,673,458,673
40175,240,173,240
40176,711,186,186
40177,352,519,519
40178,491,338,491
40179,403,53,53
40180,67,58,58
40181,292,697,697
40182,355,83,83
40183,498,336,336
40184,190,130,190
40185,519,118,118
40186,195,461,461
40187,568,621,568
40188,182,701,701
40189,553,325,553
40190,248,86,248
40191,487,617,617
40192,127,443,127
40193,477,588,588
40194,503,16,503
40195,569,342,569
40196,77,70,77
40197,582,414,414
40198,48,365,365
40199,700,546,546
40200,317,200,200
40201,614,429,429
40202,302,625,625
40203,83,368,83
40204,20,646,20
40205,460,210,460
40206,238,49,49
40207,48,118,118
40208,179,453,453
40209,689,119,119
40210,304,49,49
40211,22,574,22
40212,653,704,653
40213,332,670,332
40214,89,6,6
40215,494,206,494
40216,242,84,84
40217,719,452,719
40218,560,717,717
40219,429,15,15
40220,276,350,276
40221,500,248,500
40222,124,479,124
40223,582,372,372
40224,524,176,176
40225,298,190,190
40226,65,675,65
40227,604,142,142
40228,464,289,289
40229,2,545,545
40230,584,46,584
40231,73,414,73
40232,98,123,123
40233,66,49,49
40234,116,165,116
40235,101,501,101
40236,373,588,373
40237,56,75,56
40238,488,259,488
40239,498,140,140
40240,127,399,127
40241,370,37,370
40242,476,586,586
40243,458,263,263
40244,658,381,658
40245,682,256,256
40246,373,710,373
40247,1,498,498
40248,314,527,314
40249,591,413,413
40250,77,223,77
40251,289,231,289
40252,674,245,245
40253,166,641,641
40254,17,545,545
40255,233,623,623
40256,144,220,144
40257,161,434,434
40258,184,471,471
40259,679,562,562
40260,399,101,101
40261,690,444,444
40262,253,587,587
40263,273,451,451
40264,560,466,466
40265,483,291,291
40266,490,55,490
40267,125,603,125
40268,81,632,632
40269,411,299,299
40270,353,62,62
40271,493,339,493
40272,531,655,655
40273,186,215,215
40274,527,270,527
40275,475,511,475
40276,303,605,303
40277,87,704,87
40278,437,176,176
40279,388,267,267
40280,370,294,294
40281,248,54,248
40282,479,437,479
40283,594,479,479
40284,547,73,547
40285,710,200,200
40286,130,579,130
40287,332,719,719
40288,531,356,356
40289,581,26,26
40290,261,189,189
40291,633,32,32
40292,109,542,542
40293,444,347,444
40294,350,103,350
40295,653,395,395
40296,42,686,42
40297,294,385,385
40298,710,402,402
40299,375,153,153
40300,502,360,502
40301,511,443,511
40302,501,185,501
40303,33,413,33
40304,313,608,313
40305,109,672,672
40306,131,299,131
40307,90,244,244
40308,208,80,80
40309,86,95,95
40310,47,518,47
40311,660,406,660
40312,706,150,150
40313,676,310,310
40314,345,322,322
40315,354,569,569
40316,260,59,59
40317,112,623,623
40318,385,270,385
40319,181,711,711
40320,346,117,117
40321,538,15,15
40322,194,414,414
40323,548,22,22
40324,356,266,356
40325,647,541,647
40326,105,25,105
40327,111,359,359
40328,449,526,449
40329,180,74,180
40330,58,577,58
40331,589,277,589
40332,306,197,197
40333,347,6,6
40334,360,506,506
40335,521,494,494
40336,620,495,620
40337,203,617,617
40338,524,651,651
40339,532,43,532
40340,543,678,678
40341,88,357,357
40342,302,39,39
40343,625,683,625
40344,75,173,75
40345,356,409,409
40346,644,240,644
40347,98,531,531
40348,421,9,421
40349,260,599,260
40350,382,479,382
40351,484,471,484
40352,239,194,239
40353,304,699,699
40354,344,443,344
40355,245,92,245
40356,429,53,53
40357,648,47,648
40358,118,509,509
40359,553,599,553
40360,23,390,390
40361,647,555,647
40362,235,386,386
40363,124,545,545
40364,142,65,142
40365,130,661,130
40366,230,254,254
40367,43,548,548
40368,472,478,478
40369,283,481,481
40370,243,373,243
40371,253,120,253
40372,413,382,382
40373,105,634,634
40374,481,576,481
40375,212,559,212
40376,664,21,21
40377,421,218,421
40378,180,314,314
40379,251,452,251
40380,56,396,56
40381,268,371,371
40382,425,139,425
40383,386,214,386
40384,189,471,189
40385,594,204,594
40386,676,432,432
40387,563,400,400
40388,355,504,504
40389,347,392,392
40390,689,638,638
40391,559,373,373
40392,701,77,701
40393,343,705,705
40394,476,354,354
40395,532,234,234
40396,678,220,678
40397,381,674,381
40398,99,403,99
40399,28,324,28
40400,628,250,250
40401,460,441,441
40402,445,141,445
40403,161,334,334
40404,549,667,549
40405,331,88,331
40406,521,711,711
40407,342,666,666
40408,613,440,613
40409,167,471,471
40410,488,130,488
40411,676,166,676
40412,138,125,125
40413,497,161,497
40414,306,235,306
40415,59,350,59
40416,179,709,709
40417,711,703,711
40418,353,432,432
40419,299,597,597
40420,448,484,448
40421,293,381,381
40422,80,351,351
40423,50,214,214
40424,494,471,494
40425,163,234,234
40426,445,176,176
40427,293,596,596
40428,708,423,423
40429,52,80,80
40430,291,344,291
40431,111,183,183
40432,273,460,460
40433,454,269,454
40434,236,650,650
40435,463,474,474
40436,688,314,314
40437,377,440,377
40438,211,5,211
40439,438,606,606
40440,692,9,9
40441,313,227,313
40442,264,469,264
40443,130,149,130
40444,684,621,684
40445,563,471,471
40446,98,456,456
40447,442,596,596
40448,361,310,310
40449,438,396,438
40450,478,552,478
40451,652,415,415
40452,648,248,248
40453,357,362,362
40454,642,127,642
40455,677,44,677
40456,564,560,560
40457,636,139,636
40458,447,638,638
40459,572,647,647
40460,116,505,505
40461,32,384,384
40462,516,38,516
40463,65,703,65
40464,474,639,639
40465,478,448,448
40466,534,504,534
40467,608,444,444
40468,13,670,670
40469,310,73,310
40470,417,212,417
40471,170,182,170
40472,170,51,51
40473,354,533,354
40474,667,386,386
40475,603,238,238
40476,335,251,251
40477,420,157,157
40478,459,211,211
40479,316,86,86
40480,471,320,471
40481,547,721,547
40482,120,156,120
40483,606,480,480
40484,123,566,123
40485,518,560,560
40486,689,521,521
40487,240,478,478
40488,716,115,716
40489,117,377,117
40490,91,161,91
40491,151,133,151
40492,554,304,554
40493,22,302,22
40494,498,397,397
40495,147,355,147
40496,521,298,521
40497,115,126,115
40498,605,689,689
40499,237,194,237
40500,498,268,498
40501,647,625,647
40502,428,361,428
40503,406,405,405
40504,632,238,632
40505,142,146,142
40506,223,610,223
40507,681,136,136
40508,373,23,373
40509,591,417,591
40510,150,449,150
40511,191,649,649
40512,330,325,330
40513,382,489,382
40514,99,700,99
40515,180,202,180
40516,310,136,310
40517,366,576,576
40518,18,569,18
40519,302,365,365
40520,704,222,704
40521,602,214,214
40522,336,641,641
40523,67,483,483
40524,386,367,386
40525,681,417,417
40526,437,487,487
40527,33,189,189
40528,391,542,542
40529,455,172,172
40530,541,130,130
40531,341,697,697
40532,712,641,641
40533,105,224,224
40534,479,13,479
40535,260,686,260
40536,105,137,105
40537,332,488,488
40538,240,596,596
40539,719,323,719
40540,429,295,295
40541,229,477,229
40542,511,161,511
40543,717,215,215
40544,570,171,171
40545,339,41,41
40546,487,233,233
40547,500,266,500
40548,287,285,285
40549,219,684,684
40550,417,78,78
40551,609,654,609
40552,571,226,571
40553,89,710,89
40554,348,448,448
40555,150,559,559
40556,227,384,384
40557,3,463,3
40558,260,328,260
40559,583,313,313
40560,115,332,115
40561,160,554,160
40562,220,260,260
40563,164,541,164
40564,184,553,553
40565,423,350,350
40566,338,594,338
40567,287,235,287
40568,46,259,259
40569,368,61,61
40570,112,661,112
40571,266,479,479
40572,382,224,382
40573,555,564,555
40574,629,598,598
40575,140,581,581
40576,193,233,193
40577,212,486,486
40578,166,116,166
40579,69,629,629
40580,384,105,384
40581,80,695,695
40582,174,295,295
40583,536,666,666
40584,702,422,702
40585,537,375,537
40586,174,104,104
40587,433,487,487
40588,248,694,248
40589,493,603,493
40590,115,506,115
40591,565,26,26
40592,49,456,49
40593,275,101,101
40594,598,93,598
40595,99,504,99
40596,438,701,701
40597,382,719,719
40598,108,424,424
40599,363,705,705
40600,114,329,329
40601,455,187,187
40602,340,425,425
40603,78,647,647
40604,275,310,310
40605,185,6,6
40606,398,59,398
40607,564,579,579
40608,605,583,583
40609,562,69,69
40610,444,238,444
40611,93,364,93
40612,320,48,320
40613,446,429,429
40614,102,719,719
40615,347,625,347
40616,185,83,83
40617,225,689,225
40618,711,69,711
40619,33,225,225
40620,161,298,298
40621,155,213,155
40622,478,17,478
40623,372,663,663
40624,313,166,166
40625,529,159,529
40626,362,65,65
40627,413,165,165
40628,290,423,290
40629,222,199,222
40630,74,277,277
40631,316,671,671
40632,268,563,563
40633,239,351,239
40634,303,460,460
40635,719,525,719
40636,140,663,663
40637,325,401,325
40638,698,72,72
40639,694,706,706
40640,186,114,186
40641,372,24,24
40642,424,268,424
40643,661,373,373
40644,227,676,676
40645,246,705,705
40646,236,697,697
40647,154,449,154
40648,472,503,472
40649,711,695,695
40650,364,28,28
40651,260,186,186
40652,701,250,701
40653,211,659,211
40654,588,315,315
40655,649,347,649
40656,24,188,188
40657,366,638,638
40658,503,591,503
40659,699,308,308
40660,295,329,329
40661,232,672,672
40662,181,84,84
40663,114,176,114
40664,587,660,587
40665,407,667,407
40666,6,138,6
40667,539,611,539
40668,514,717,514
40669,436,224,224
40670,57,670,57
40671,688,280,688
40672,407,508,407
40673,667,373,373
40674,152,702,702
40675,446,350,446
40676,225,91,225
40677,55,107,55
40678,609,6,6
40679,54,257,257
40680,402,294,402
40681,257,384,384
40682,549,642,642
40683,243,323,243
40684,371,413,371
40685,625,559,625
40686,682,345,345
40687,182,428,428
40688,444,692,444
40689,75,426,426
40690,543,479,479
40691,428,611,428
40692,87,662,662
40693,155,131,155
40694,353,479,479
40695,388,222,388
40696,676,270,676
40697,664,669,669
40698,518,488,488
40699,171,294,171
40700,362,7,362
40701,372,427,427
40702,6,342,6
40703,544,400,400
40704,669,306,306
40705,206,6,6
40706,502,208,502
40707,231,413,231
40708,284,323,284
40709,213,229,229
40710,318,547,547
40711,537,437,537
40712,39,599,599
40713,126,214,126
40714,575,187,575
40715,566,57,57
40716,134,179,134
40717,282,376,376
40718,250,681,250
40719,263,710,710
40720,467,128,128
40721,22,574,22
40722,581,526,581
40723,99,706,706
40724,207,518,207
40725,617,658,617
40726,275,265,275
40727,438,147,147
40728,293,249,249
40729,47,439,47
40730,686,343,343
40731,119,295,295
40732,186,182,186
40733,384,22,22
40734,303,202,303
40735,385,457,385
40736,304,298,304
40737,664,452,452
40738,421,694,421
40739,64,122,64
40740,380,182,380
40741,682,102,102
40742,95,246,95
40743,460,16,460
40744,418,125,125
40745,623,263,263
40746,251,271,251
40747,351,423,351
40748,102,229,229
40749,174,463,463
40750,392,334,392
40751,208,305,305
40752,659,31,31
40753,142,161,142
40754,11,485,485
40755,704,224,224
40756,254,154,254
40757,444,381,381
40758,675,652,652
40759,484,249,249
40760,628,482,482
40761,376,72,72
40762,313,685,313
40763,494,316,494
40764,494,645,494
40765,710,599,710
40766,44,342,342
40767,455,422,455
40768,315,487,487
40769,479,172,479
40770,16,441,441
40771,373,710,373
40772,359,661,359
40773,433,509,509
40774,721,47,721
40775,228,50,50
40776,269,222,269
40777,314,439,314
40778,122,125,125
40779,274,630,630
40780,357,492,492
40781,349,657,657
40782,111,179,111
40783,41,259,41
40784,334,299,334
40785,456,709,456
40786,100,538,538
40787,528,128,528
40788,641,223,641
40789,156,559,156
40790,51,145,51
40791,594,102,594
40792,605,563,563
40793,596,288,596
40794,24,636,24
40795,1,148,148
40796,273,135,135
40797,634,229,229
40798,118,391,391
40799,576,491,491
40800,570,437,570
40801,141,80,141
40802,358,693,358
40803,13,110,110
40804,232,108,232
40805,219,454,454
40806,629,94,94
40807,295,527,527
40808,531,341,531
40809,215,634,215
40810,521,669,521
40811,635,16,635
40812,696,267,267
40813,78,72,78
40814,424,383,424
40815,678,596,596
40816,150,698,150
40817,51,358,51
40818,666,324,324
40819,583,445,445
40820,127,682,127
40821,315,295,295
40822,77,392,392
40823,109,117,117
40824,670,117,117
40825,66,306,306
40826,354,668,668
40827,259,586,586
40828,176,68,68
40829,451,145,145
40830,341,149,149
40831,257,109,257
40832,65,8,65
40833,133,299,133
40834,171,469,469
40835,709,310,310
40836,284,542,542
40837,138,702,702
40838,545,5,545
40839,362,608,362
40840,266,302,302
40841,162,492,492
40842,42,661,42
40843,205,525,205
40844,381,580,381
40845,51,416,51
40846,687,358,687
40847,163,656,656
40848,326,247,326
40849,178,426,178
40850,229,54,229
40851,120,162,162
40852,596,161,596
40853,689,705,689
40854,403,522,522
40855,210,153,153
40856,445,5,445
40857,716,474,716
40858,305,607,305
40859,560,34,34
40860,504,345,504
40861,608,701,608
40862,101,561,101
40863,631,702,702
40864,650,232,232
40865,18,42,18
40866,16,587,587
40867,386,42,386
40868,710,195,710
40869,150,48,150
40870,337,487,487
40871,150,505,150
40872,114,150,150
40873,5,131,5
40874,373,247,373
40875,473,85,85
40876,414,189,189
40877,561,161,561
40878,479,175,479
40879,142,549,142
40880,510,104,510
40881,307,58,58
40882,504,444,444
40883,279,564,564
40884,49,333,49
40885,552,203,552
40886,523,545,523
40887,166,319,319
40888,113,578,578
40889,148,413,148
40890,271,305,271
40891,184,194,184
40892,129,142,142
40893,194,352,352
40894,448,455,448
40895,405,7,405
40896,257,579,257
40897,648,170,648
40898,307,637,637
40899,3,299,3
40900,88,582,582
40901,343,373,373
40902,229,649,229
40903,252,473,473
40904,304,150,150
40905,626,214,214
40906,534,510,534
40907,167,341,341
40908,476,260,260
40909,118,413,118
40910,381,416,381
40911,498,300,300
40912,534,645,645
40913,711,376,711
40914,495,522,522
40915,691,354,354
40916,670,134,134
40917,150,96,150
40918,31,259,31
40919,359,54,359
40920,410,425,425
40921,127,310,310
40922,206,319,319
40923,142,16,142
40924,331,283,283
40925,329,564,329
40926,661,606,661
40927,7,537,537
40928,533,344,344
40929,714,627,627
40930,49,638,638
40931,522,410,522
40932,95,319,319
40933,572,354,354
40934,367,632,632
40935,93,647,647
40936,385,154,385
40937,708,138,708
40938,488,1,488
40939,594,490,490
40940,296,230,230
40941,676,266,676
40942,375,33,33
40943,362,254,254
40944,331,102,102
40945,404,25,25
40946,141,360,141
40947,716,300,716
40948,334,248,334
40949,115,348,115
40950,427,625,427
40951,326,41,326
40952,166,340,166
40953,524,104,104
40954,619,221,619
40955,373,546,373
40956,21,522,522
40957,191,397,397
40958,687,607,687
40959,596,119,596
40960,362,323,323
40961,497,702,497
40962,370,134,370
40963,361,499,499
40964,76,474,474
40965,618,407,407
40966,9,255,9
40967,581,356,581
40968,576,186,186
40969,84,302,84
40970,230,581,581
40971,443,66,443
40972,559,187,187
40973,117,105,117
40974,219,248,248
40975,362,57,57
40976,566,715,715
40977,150,373,150
40978,115,224,115
40979,385,331,385
40980,318,279,279
40981,386,457,386
40982,354,259,354
40983,237,278,278
40984,472,688,472
40985,112,568,112
40986,615,395,615
40987,383,370,370
40988,94,537,94
40989,684,64,64
40990,317,369,369
40991,652,320,652
40992,646,421,646
40993,21,190,190
40994,530,156,530
40995,130,476,130
40996,473,12,12
40997,561,99,561
40998,719,321,719
40999,633,661,661
41000,127,473,127
41001,355,100,100
41002,674,418,418
41003,711,604,711
41004,97,520,97
41005,359,561,359
41006,23,475,475
41007,362,479,479
41008,413,26,26
41009,546,4,546
41010,473,460,473
41011,441,364,441
41012,76,554,554
41013,145,277,277
41014,10,68,68
41015,413,184,184
41016,423,75,423
41017,565,235,565
41018,431,329,431
41019,497,594,497
41020,672,267,267
41021,155,242,155
41022,359,353,359
41023,395,460,460
41024,268,150,150
41025,188,599,188
41026,68,308,308
41027,531,306,306
41028,649,636,649
41029,607,617,617
41030,18,62,18
41031,647,568,647
41032,606,135,135
41033,681,229,229
41034,37,685,685
41035,302,261,261
41036,648,652,648
41037,384,507,384
41038,171,653,171
41039,625,79,625
41040,623,643,643
41041,171,353,171
41042,279,605,279
41043,122,36,122
41044,416,215,215
41045,170,141,141
41046,713,433,713
41047,210,492,492
41048,127,413,127
41049,222,157,157
41050,610,360,610
41051,393,534,534
41052,561,275,561
41053,299,468,468
41054,460,568,568
41055,130,409,130
41056,641,192,641
41057,337,228,337
41058,624,392,392
41059,260,254,254
41060,247,519,519
41061,482,426,482
41062,238,92,92
41063,666,721,666
41064,640,695,695
41065,282,588,282
41066,240,368,240
41067,242,328,328
41068,265,158,158
41069,178,589,589
41070,6,229,6
41071,4,455,4
41072,671,256,671
41073,33,548,33
41074,422,382,382
41075,472,6,6
41076,637,14,637
41077,477,715,715
41078,690,113,690
41079,448,226,448
41080,99,628,628
41081,458,706,706
41082,445,382,445
41083,679,711,711
41084,310,347,310
41085,154,581,581
41086,491,648,491
41087,662,669,662
41088,584,48,584
41089,599,18,18
41090,236,199,236
41091,607,26,26
41092,608,252,252
41093,429,671,429
41094,438,301,438
41095,288,271,288
41096,432,655,432
41097,208,359,359
41098,267,236,267
41099,672,300,672
41100,316,110,110
41101,358,73,73
41102,408,663,408
41103,586,639,639
41104,428,676,428
41105,292,337,337
41106,680,484,484
41107,208,711,711
41108,114,268,114
41109,6,330,330
41110,695,466,695
41111,292,150,292
41112,690,455,455
41113,103,561,561
41114,577,66,66
41115,481,473,473
41116,523,536,523
41117,212,153,212
41118,243,70,243
41119,481,521,521
41120,682,186,186
41121,434,229,229
41122,654,169,169
41123,174,12,12
41124,363,533,533
41125,148,362,362
41126,348,255,255
41127,455,359,359
41128,473,502,473
41129,136,394,136
41130,683,75,75
41131,385,175,385
41132,531,314,314
41133,19,508,508
41134,479,608,479
41135,214,704,214
41136,246,677,677
41137,241,634,241
41138,237,154,154
41139,672,179,672
41140,487,442,487
41141,461,354,461
41142,72,130,130
41143,589,399,399
41144,144,151,151
41145,686,127,127
41146,648,656,648
41147,201,650,201
41148,457,289,289
41149,5,210,5
41150,414,192,414
41151,239,684,239
41152,252,127,127
41153,361,389,389
41154,686,475,686
41155,411,339,339
41156,534,711,711
41157,414,711,414
41158,382,367,382
41159,391,393,391
41160,627,178,178
41161,188,25,25
41162,636,6,6
41163,18,479,18
41164,301,10,301
41165,257,208,257
41166,325,497,497
41167,48,57,57
41168,298,679,679
41169,485,247,485
41170,388,193,193
41171,162,353,353
41172,378,94,94
41173,434,55,55
41174,479,311,311
41175,391,315,391
41176,632,44,632
41177,507,251,251
41178,662,324,662
41179,521,583,521
41180,532,156,156
41181,460,683,460
41182,440,690,690
41183,329,32,329
41184,150,506,150
41185,177,475,475
41186,363,181,181
41187,65,711,65
41188,41,523,523
41189,449,70,70
41190,454,21,454
41191,631,317,631
41192,639,523,523
41193,360,295,295
41194,506,382,382
41195,513,18,18
41196,144,558,144
41197,677,178,178
41198,57,630,57
41199,227,648,648
41200,208,116,116
41201,231,110,110
41202,339,648,648
41203,569,11,569
41204,447,300,447
41205,442,505,505
41206,628,302,628
41207,211,596,596
41208,204,302,302
41209,716,664,716
41210,505,374,505
41211,274,123,123
41212,97,101,101
41213,9,16,9
41214,527,394,527
41215,637,629,637
41216,10,626,626
41217,242,336,336
41218,130,642,642
41219,330,435,330
41220,308,571,571
41221,666,455,666
41222,262,554,262
41223,332,1,332
41224,586,384,384
41225,15,523,15
41226,292,319,319
41227,721,96,721
41228,331,269,269
41229,268,248,248
41230,427,443,427
41231,24,159,24
41232,406,615,615
41233,513,337,337
41234,657,87,657
41235,280,493,493
41236,226,43,226
41237,213,214,214
41238,412,211,211
41239,386,649,386
41240,231,389,389
41241,525,367,367
41242,313,247,313
41243,580,380,380
41244,34,443,34
41245,441,486,486
41246,709,309,309
41247,567,378,567
41248,34,94,94
41249,594,451,451
41250,312,694,312
41251,241,312,241
41252,220,31,31
41253,272,289,289
41254,558,445,445
41255,76,416,416
41256,452,269,452
41257,721,182,721
41258,357,106,106
41259,636,577,636
41260,465,223,223
41261,309,202,309
41262,181,55,55
41263,714,641,641
41264,563,74,563
41265,100,437,437
41266,602,234,234
41267,681,34,34
41268,456,214,214
41269,21,637,637
41270,347,93,93
41271,283,44,283
41272,83,57,57
41273,630,667,630
41274,602,411,602
41275,114,154,154
41276,181,335,335
41277,49,210,210
41278,166,600,166
41279,362,46,362
41280,115,219,115
41281,477,67,67
41282,232,310,232
41283,532,624,624
41284,705,708,705
41285,648,533,648
41286,512,618,512
41287,548,350,350
41288,106,64,64
41289,511,521,521
41290,298,193,193
41291,716,489,716
41292,428,327,428
41293,405,209,405
41294,216,314,314
41295,181,647,647
41296,341,570,570
41297,130,414,130
41298,340,642,642
41299,32,618,32
41300,671,365,671
41301,606,340,340
41302,304,532,532
41303,623,19,19
41304,676,351,676
41305,91,472,472
41306,55,565,565
41307,432,94,94
41308,65,674,65
41309,397,99,397
41310,427,7,427
41311,76,272,272
41312,622,226,226
41313,300,287,300
41314,225,359,359
41315,179,212,212
41316,453,564,453
41317,427,310,310
41318,526,257,257
41319,37,88,88
41320,628,363,628
41321,57,656,57
41322,511,494,494
41323,515,691,515
41324,251,445,445
41325,379,523,523
41326,476,454,454
41327,140,554,140
41328,44,419,419
41329,25,268,25
41330,212,362,362
41331,627,438,627
41332,272,362,362
41333,399,699,699
41334,425,115,115
41335,214,684,214
41336,626,129,626
41337,75,251,251
41338,618,434,618
41339,330,279,330
41340,386,711,386
41341,512,2,512
41342,527,434,434
41343,614,386,386
41344,87,517,87
41345,153,339,339
41346,12,322,12
41347,554,156,156
41348,43,31,31
41349,605,315,315
41350,312,551,551
41351,565,94,565
41352,166,343,166
41353,611,509,611
41354,485,369,485
41355,89,303,303
41356,147,711,711
41357,604,505,505
41358,632,441,632
41359,119,94,94
41360,468,129,129
41361,332,504,332
41362,525,112,112
41363,80,675,675
41364,381,614,381
41365,303,282,282
41366,18,558,18
41367,500,135,500
41368,124,492,492
41369,108,125,125
41370,304,50,304
41371,45,38,38
41372,600,689,689
41373,293,458,458
41374,407,377,407
41375,211,65,65
41376,308,612,308
41377,719,648,648
41378,395,330,330
41379,571,175,571
41380,46,636,636
41381,714,257,257
41382,499,452,452
41383,167,600,600
41384,440,625,625
41385,317,248,248
41386,239,381,381
41387,99,277,277
41388,715,647,715
41389,435,460,435
41390,420,401,420
41391,26,18,18
41392,500,515,500
41393,506,384,384
41394,549,371,549
41395,606,407,407
41396,50,432,432
41397,382,446,382
41398,486,2,486
41399,33,311,311
41400,248,77,77
41401,65,653,65
41402,535,684,535
41403,555,97,97
41404,392,354,392
41405,11,109,109
41406,690,459,459
41407,482,316,482
41408,320,231,320
41409,86,360,86
41410,505,334,334
41411,62,121,121
41412,185,627,627
41413,221,347,347
41414,501,157,157
41415,186,319,319
41416,50,432,432
41417,70,85,85
41418,260,201,260
41419,719,190,190
41420,575,378,575
41421,15,463,15
41422,503,236,503
41423,193,227,193
41424,6,559,6
41425,381,376,381
41426,341,628,628
41427,241,175,241
41428,642,412,642
41429,249,129,249
41430,3,703,3
41431,522,320,522
41432,524,152,152
41433,478,260,478
41434,129,30,30
41435,329,229,229
41436,433,254,254
41437,707,681,707
41438,223,455,223
41439,577,615,615
41440,699,711,711
41441,510,296,510
41442,475,153,475
41443,334,107,334
41444,477,711,711
41445,366,577,366
41446,678,504,678
41447,492,609,492
41448,221,136,136
41449,337,373,373
41450,202,198,198
41451,112,649,649
41452,80,303,303
41453,122,555,555
41454,235,147,235
41455,65,181,181
41456,58,4,4
41457,547,644,547
41458,469,716,716
41459,136,704,136
41460,194,402,402
41461,465,656,656
41462,249,638,249
41463,479,12,479
41464,621,240,240
41465,714,433,714
41466,654,323,323
41467,331,495,495
41468,166,547,547
41469,406,672,406
41470,481,50,50
41471,449,223,223
41472,184,479,479
41473,410,332,332
41474,301,479,479
41475,623,645,645
41476,559,213,559
41477,437,588,588
41478,460,478,478
41479,206,588,588
41480,259,150,150
41481,128,315,128
41482,62,239,239
41483,484,294,484
41484,95,210,95
41485,134,699,134
41486,199,669,669
41487,99,575,99
41488,576,18,18
41489,627,78,78
41490,623,436,623
41491,394,248,248
41492,713,138,138
41493,413,517,413
41494,334,148,334
41495,354,161,161
41496,479,288,288
41497,366,448,448
41498,408,134,134
41499,187,178,178
41500,106,616,106
41501,395,708,395
41502,285,177,177
41503,279,379,279
41504,445,218,445
41505,405,192,405
41506,711,157,157
41507,363,641,641
41508,574,87,87
41509,482,390,482
41510,511,645,645
41511,671,9,9
41512,15,551,15
41513,184,413,184
41514,468,484,484
41515,668,613,668
41516,65,505,65
41517,548,516,516
41518,311,628,311
41519,315,705,315
41520,222,117,117
41521,572,9,9
41522,109,261,261
41523,315,535,315
41524,416,567,567
41525,437,95,437
41526,710,466,466
41527,445,253,445
41528,181,143,181
41529,287,548,548
41530,115,386,386
41531,50,80,80
41532,294,46,294
41533,256,369,369
41534,530,577,530
41535,569,719,569
41536,198,638,638
41537,482,53,53
41538,70,275,275
41539,294,94,94
41540,330,9,330
41541,222,124,124
41542,681,148,148
41543,349,542,542
41544,422,555,555
41545,598,181,598
41546,627,85,85
41547,186,344,344
41548,240,20,20
41549,661,481,481
41550,300,302,302
41551,264,229,264
41552,660,395,660
41553,2,396,396
41554,361,258,361
41555,212,444,444
41556,49,13,49
